handle,rating,class,solvedCount,maxStreak
imgoing222,1035,0,149,5
jmh67686,1035,3,247,14
joh755807,1035,0,127,1
jooho874,1035,2,201,2
jyk0619,1035,3,249,64
jys9704,1035,2,151,2
keroro10ha,1035,3,174,1
kjwkjw1104,1035,2,144,12
leeemjw,1035,0,100,5
loejdhs402,1035,3,238,24
mapletrue01,1035,3,174,22
mksoo,1035,2,163,4
person474845,1035,3,158,6
planting31,1035,2,334,77
possibility13,1035,3,364,249
ppudp89,1035,3,125,32
quddn321,1035,3,173,17
rlatjsgk1,1035,1,492,8
rnwlals02,1035,3,178,5
roganyc,1035,2,163,9
semain5,1035,2,171,4
shinhaesol11,1035,3,318,63
tjm123,1035,3,199,5
tla2121,1035,0,123,4
usb0123,1035,2,213,74
wkdrhrwjdgh,1035,3,124,5
wnsk0427,1035,1,164,10
younh1002,1035,2,107,5
yrkim6839,1035,3,196,17
2egn,1034,3,365,108
9300gs,1034,3,135,26
alswns9288,1034,3,165,13
alswp9504,1034,3,191,6
bambbdd,1034,3,250,5
bbang_gym,1034,2,206,8
bctb,1034,0,163,1
cdwde,1034,2,191,5
dlwoqls1095,1034,3,253,4
dossole,1034,2,152,2
elliot0413,1034,3,191,5
eunjuzzoo,1034,0,146,5
fuff,1034,3,138,6
futrblu,1034,2,177,10
future0159,1034,0,90,9
gc9749,1034,2,134,3
gginn1234,1034,2,225,9
ggshin,1034,2,282,105
ghdskdwk11,1034,3,106,3
ghjc1112,1034,1,190,5
golden_hairtail,1034,3,208,10
goodcrane3,1034,2,210,1
guswns1659,1034,3,156,11
hungry_shark,1034,0,111,2
ipod031,1034,2,262,29
izjoker,1034,2,108,10
jemmm,1034,2,118,2
jisudev,1034,3,182,35
hdmksm1,1033,1,162,10
hjiseong04,1033,3,216,6
hjoon,1033,2,345,2
hjshjs33,1033,2,206,54
hop1003,1033,3,160,7
hyooo1022,1033,3,166,11
ikk5515,1033,2,736,402
imjjw1004,1033,1,135,4
inqueue0979,1033,3,286,18
izora01,1033,1,226,132
jiholee0627,1033,3,147,3
jjkq,1033,3,156,1
jungmin0917,1033,3,2155,303
kang20,1033,1,156,6
khm010809,1033,2,212,8
kimdoyun0806,1033,3,181,5
kk5068,1033,3,175,12
koh1018,1033,3,164,6
lch94,1033,0,97,10
leafloveu,1033,1,171,22
lhju4e,1033,0,101,1
minjunchinac,1033,3,210,7
oms1038,1033,3,148,7
oojahooo,1033,4,71,10
paul_jack,1033,3,1647,337
pkg0203,1033,2,216,4
poma_33,1033,3,167,22
qkrwogus1213,1033,1,161,4
qseaxd,1033,2,318,36
rsxp,1033,0,136,6
sckroll,1033,0,95,9
sdc99138,1033,3,131,13
sj27419,1033,0,120,4
sodud98,1033,2,272,10
songgu001,1033,3,139,8
ssxxhx,1033,0,139,2
susiui,1033,0,102,3
team_7047,1033,0,75,4
tnnzl,1033,3,200,10
vvchldmsdn,1033,1,134,4
whiter018,1033,0,126,5
wnsdyds403,1033,2,406,15
woni0517,1033,3,205,53
yyww9,1033,2,124,12
avgn,1032,3,554,5
baroque,1032,3,261,102
boo105,1032,2,181,7
cherrybeat,1032,3,195,12
cleangun,1032,3,152,5
cowares,1032,3,295,5
josooa2005,1034,2,217,15
jsy090613,1034,2,185,5
kms02171,1034,2,307,57
ksh2004,1034,2,137,6
kwh0163,1034,3,224,8
leesub0168,1034,3,195,4
macracube92,1034,2,670,5
ohji1006,1034,0,95,1
ollgl5lz4zl,1034,0,138,21
potatopotatopotato,1034,3,1168,988
qapepa,1034,2,167,5
qkrdmswl303,1034,3,144,4
qkrrhkdxo123,1034,2,187,8
rkdaudwh13,1034,3,196,82
rlaaudfo77,1034,3,170,5
rlackdals4,1034,3,185,17
sbdo500,1034,1,207,13
seop3445,1034,3,199,6
shy406,1034,3,130,2
suzzang77,1034,0,133,4
tisckd,1034,3,261,6
tmakxmvhs,1034,0,170,4
usw20,1034,3,232,6
vrooming13,1034,1,158,7
wanjin911003,1034,2,204,2
wansook0316,1034,0,98,5
whgustjr302,1034,2,132,2
wizard,1034,2,225,4
xodus8498,1034,0,118,4
ymw9991,1034,1,125,1
young0415,1034,3,107,2
zxc2289,1034,3,115,4
0614thankyou,1033,2,177,2
2rl0,1033,0,116,4
brad0809,1033,3,248,9
byunggil,1033,2,252,7
cfvalencia,1033,4,78,4
choisium,1033,0,86,11
chriskim2003,1033,3,263,5
cide030,1033,1,139,4
d20knight,1033,3,340,10
ddrrdddd,1033,2,231,8
dgsw1106,1033,3,255,6
dndrb93,1033,1,122,0
dz1120,1033,2,218,1
fine632,1033,2,151,7
gomshiki,1033,1,200,11
gun0317,1033,1,144,1
gusxosmsdy,1033,2,268,38
cutevic95,1032,0,155,6
dannylisa,1032,1,156,2
dbwns6684,1032,2,176,6
dudntjgml,1032,2,221,7
geeholic3,1032,0,124,3
ghdtndls2000,1032,1,159,7
gourmet680,1032,3,188,6
gusrudwh,1032,2,241,170
hani_7984,1032,3,194,80
hiccupkw,1032,2,199,14
honeydragon,1032,2,259,22
huxley,1032,3,273,185
hwlove99,1032,3,354,12
idpjs2000,1032,2,160,1
inter129,1032,3,227,69
jaehuni1117,1032,3,188,43
jaksfj,1032,2,160,9
jieunb_b,1032,0,108,9
joon0529,1032,2,200,4
kangtae1,1032,1,170,2
kmini9611,1032,3,144,4
knk5684,1032,2,274,11
kth5954,1032,2,196,6
kyr1185,1032,3,131,4
lala8261,1032,0,117,10
leed21542,1032,2,159,1
liebe1048,1032,0,114,6
melonstudio31,1032,2,259,1
mj030313,1032,3,636,414
mkgsec,1032,1,216,7
msh0117,1032,2,241,0
ohsoomin,1032,0,136,8
pass486,1032,0,128,4
rlarjs3404,1032,2,127,2
rnsjtm0811,1032,3,171,6
rpdladkdlel,1032,3,171,5
sak5010,1032,2,273,13
sooon9254,1032,1,163,2
srcds,1032,2,395,60
subin6985,1032,3,220,9
sungwoo123,1032,2,211,17
sunink1,1032,4,114,6
ttatti2001,1032,3,239,21
victoria0926,1032,2,328,2
whitesj,1032,1,145,11
whk06061,1032,3,156,3
wlalsdns,1032,0,99,2
wlsdn1599,1032,3,345,69
yzz0728,1032,3,712,193
35116248,1031,0,94,4
dfdrdodm95,1040,2,312,16
dkdkwlwltk401,1040,1,167,2
dksdbswo00,1040,2,123,13
dlwlgns720,1040,2,229,34
domino1997,1040,2,200,7
dooly2,1040,0,123,25
dustjr1565,1040,3,233,4
f0f8ff_chesshire,1040,2,263,65
foxrain119,1040,2,217,4
gespenst13,1040,3,241,5
graystripe,1040,3,338,115
gu3062,1040,3,138,3
gwangjeg14,1040,3,136,6
han909079,1040,1,134,1
hcghcg17,1040,2,251,7
hyhgoodgo7,1040,1,140,5
j1min2,1040,2,148,9
jaoba22,1040,2,1135,23
jimmy105,1040,3,158,42
juni2004c,1040,2,179,8
kimmi7574,1040,0,109,5
kjh09800,1040,3,399,199
kyum1n,1040,1,181,22
lgn,1040,0,56,3
ljkean14,1040,2,126,12
lshkn2000,1040,1,134,4
matheric2002,1040,3,215,119
minwoo6951,1040,2,168,6
nemo2473,1040,3,173,6
nogardj3,1040,3,137,2
orange16,1040,0,110,7
pdplayer,1040,3,214,16
qnprk55,1040,2,253,13
rhgid0203,1040,2,167,7
rlaalsgh5151,1040,2,150,2
sdfg1001,1040,3,320,5
sihwa1019,1040,1,164,2
skatjr98,1040,3,258,13
squirmm,1040,3,88,5
steve193,1040,2,179,11
tjddus0143,1040,3,90,7
tkdvlf9058,1040,3,253,206
tmdgy7742,1040,3,144,6
vycoml,1040,3,364,256
why374,1040,0,174,13
wnsgh4484,1040,1,150,8
xortl98,1040,3,250,96
xosid0330,1040,2,858,565
yoo4068,1040,2,296,19
a58779,1031,3,304,5
akisigure,1031,3,184,91
antl_kjh,1031,2,233,5
baljang0524,1031,3,229,63
bjhee0912,1031,0,107,5
dbswkd76,1031,2,229,12
devnam0032,1031,2,225,13
dmsdud22200,1031,3,140,7
ehddms7410,1031,0,118,6
ernest45,1031,2,231,26
eye3570,1031,3,93,23
fetch,1031,2,167,8
ff152,1031,1,132,3
fhqht13653,1031,2,211,4
glm777,1031,3,100,5
godus1478,1031,1,149,7
hiyou882,1031,0,111,32
hjham0856,1031,3,204,4
ho2334,1031,3,268,29
hwstar1204,1031,2,215,23
hw_kang94,1031,2,213,3
hyk03031,1031,3,238,9
isaac1212,1031,2,144,15
jangofett,1031,0,141,5
jiwon405,1031,4,101,6
j_s_lee,1031,3,300,27
ke4145,1031,2,314,128
kjh3608,1031,3,160,4
kkh185924,1031,2,188,6
kth32105,1031,2,275,43
kyusung0260,1031,4,80,6
leaping19,1031,1,163,5
leekeon215,1031,2,480,9
lshee7443,1031,2,224,11
lucy8624,1031,1,171,5
lwb9036,1031,2,154,6
mars102aq,1031,3,165,4
pjongk148,1031,3,172,12
rdk0202,1031,0,143,3
renopark9,1031,3,205,5
re_platypus,1031,3,308,7
rktguswjd,1031,2,163,1
rnalgh0114,1031,3,193,6
romay99,1031,3,168,10
rudeore0928,1031,3,285,23
sayyoungman,1031,2,168,23
sebbang,1031,2,172,7
sejoong1,1031,0,112,11
sobaek2000,1031,0,97,5
somnwal,1031,3,110,3
ss7622,1031,1,159,34
sungchanmin,1031,0,138,34
sws6054,1031,3,242,11
teaha4341,1031,2,196,14
thehax,1031,1,165,6
tladhehd,1031,3,503,74
tmvldjtm1018,1031,2,191,9
unios,1031,0,88,5
vellzero,1031,3,151,2
vhehfhvl,1031,0,106,3
waterbean930,1031,2,157,20
y4rvin,1031,3,269,15
zzlolzz,1031,2,250,1
111tkdgns,1030,3,179,5
112vasd,1030,3,627,365
2sy0127,1030,0,96,6
alex1234,1030,2,342,6
bi1724,1030,2,243,6
blackshooter,1030,0,86,0
charach,1030,3,111,4
cjekjy,1030,2,885,241
codingham,1030,2,359,66
connie_park,1030,0,93,4
daohandong,1030,3,190,17
deankang0918,1030,0,118,5
dksudi76,1030,2,208,16
dodo7282,1030,2,192,9
dony3913,1030,3,216,8
dydqja0905,1030,3,185,15
eee02040,1030,3,156,10
evol1531,1030,3,159,11
fbaudwo144,1030,3,283,57
glassk,1030,2,176,4
gusdn7236,1030,1,150,1
gustj2005,1030,3,132,3
gustj3104,1030,3,346,40
hjk9984,1030,0,101,4
hoeeun8895,1030,3,199,11
hojune02,1030,3,163,18
hoo9565j,1030,5,91,33
hyunjin6918,1030,1,137,12
imagine0005,1030,0,97,3
jhg8794,1030,0,138,57
jhjune,1030,4,98,6
jonghyun,1030,0,127,2
js0712,1030,3,199,3
jy4370,1030,3,134,6
jyn47,1030,0,165,1
ksb143,1030,0,143,7
ksh2001ksh,1030,3,118,4
ksks3164,1030,3,216,6
ktw020409,1030,3,150,5
lcy26454,1030,3,172,10
ljh355,1030,3,214,37
llick,1030,3,135,14
lucky3749,1030,5,67,5
lyong4432,1030,2,974,146
muramura12,1030,2,149,1
palgong,1030,3,271,12
psjoo7,1030,2,274,10
qorwns2021,1030,3,163,5
rugyoon,1030,1,156,9
sangyuny_123,1030,3,127,8
sjhwang0825,1030,0,87,5
skarnddnr,1030,0,102,12
smilejsu82,1030,3,300,15
starprin0204,1030,3,159,6
stopone2639,1030,0,134,8
superjam,1030,2,187,1
tjdwns6522,1030,3,150,3
top9076,1030,2,181,6
twinha0204,1030,2,169,1
woni6026,1030,2,176,3
xowjdtn,1030,3,313,128
yeong00710,1030,2,209,24
4_ash,1029,3,182,4
abc153de,1029,3,158,12
alsdnr67,1029,2,121,8
andyldy08,1029,1,321,5
aoqk4,1029,3,298,69
asdsd4528,1029,2,174,1
awarduuu,1029,1,140,6
cariekim0619,1029,2,247,4
choi5717,1029,3,129,5
choice91,1029,3,208,9
chrismhy1027,1029,0,113,6
csh2351,1029,0,132,4
csungmn,1029,1,172,3
djdj9876,1029,3,151,4
dlgudwn123123,1029,0,114,8
ghdzhf,1029,2,145,2
gkaeodud12,1029,3,164,5
gotjd3546,1029,2,269,106
hkoh1310,1029,3,142,5
how3219,1029,1,181,1
hyeseong43,1029,3,221,6
icly,1029,3,231,23
jaebeom3988,1029,3,165,10
jinsol08,1029,2,201,14
chms03330,1028,0,108,7
ddino99,1028,1,146,4
dkdlwmdnjs13,1028,2,261,26
dkglel,1028,2,157,3
dlstjd0237,1028,3,301,15
dsph9245,1028,1,96,0
dyh0624,1028,3,169,1
edwinwin,1028,3,189,7
haha12,1028,2,150,11
henry914,1028,3,170,8
highlisklowreturn22,1028,2,261,152
hrk0295,1028,2,133,9
hyang9492,1028,3,158,11
jeyang,1028,3,180,3
jhx,1028,2,207,8
jylee7665,1028,3,244,68
kingjh1125,1028,3,243,15
konho3,1028,3,172,5
korea1782,1028,3,228,6
leyqorwlghks,1028,3,200,30
lillliiliii,1028,2,126,12
mgcamper77,1028,3,243,37
mkleeboy3,1028,2,185,1
mygom,1028,2,186,2
ochsenkarren,1028,0,107,6
ox9181,1028,2,371,4
pil0009,1028,3,99,8
ppoox,1028,3,180,4
psjo1207,1028,3,260,30
ray_lawliet,1028,2,209,57
rsursu0,1028,2,198,35
soyeon3589,1028,1,132,14
swstumings,1028,2,175,8
ultra_x,1028,1,194,3
universe987,1028,2,145,3
veri_f,1028,2,247,1
wkdclrms123,1028,3,244,3
youngsoe,1028,3,108,11
zinee,1028,0,119,3
2jie0516,1027,3,122,6
9_nyuong,1027,2,169,7
a8118199,1027,0,124,5
alwystn,1027,2,158,6
arrgom,1027,2,394,1
aszx7009,1027,0,109,1
augustin26,1027,2,417,6
dang112,1027,0,107,8
dhk0214,1027,3,267,107
dlrlqma006,1027,0,127,4
dlwjdals2002,1027,0,117,4
thebjko,1027,3,227,15
tkdgus4610,1027,2,152,3
toddlf0614,1027,2,144,16
victory79,1027,1,125,5
yhj980810,1027,3,242,149
yujimin,1027,3,148,21
010620sun,1026,2,165,7
2897robo,1026,2,189,6
adong0808,1026,3,134,2
air_h,1026,0,129,6
april8th9099,1026,3,212,47
aristohyun97,1026,3,163,4
asbdks,1026,2,161,10
banggyoo,1026,0,136,2
ccp0209,1026,1,174,5
corapaduk2,1026,2,228,29
ddh963963,1026,2,138,8
erik1201,1026,3,193,36
foxey18,1026,2,425,3
goorinae0123456789,1026,0,120,2
gun0819,1026,3,360,40
gyum8651,1026,3,143,4
hrgr0711,1026,2,182,5
hssh,1026,0,110,1
hsw08,1026,0,120,3
hwchoi04515,1026,3,218,18
hyunj2034,1026,1,151,3
jeahyun_jeahyun,1026,0,157,6
jh1one,1026,0,118,3
jinsol0330,1026,0,113,3
k6186,1026,3,262,1
kekr99,1026,3,209,15
kkankkandev,1026,3,185,4
kyungjun123,1026,2,171,8
leehyun,1026,3,209,5
ljh102715,1026,2,176,8
lyjl1006,1026,0,106,3
memories109,1026,3,239,3
morimoriminmori,1026,2,149,7
newapache,1026,3,107,0
nty1017,1026,3,104,23
penguin0807,1026,0,90,20
priaselay,1026,2,226,36
qto1,1026,3,142,15
rkskek12345,1026,2,206,5
sangbong,1026,2,216,7
satoshi25,1026,2,758,508
sejak,1026,3,234,5
sj005006,1026,3,170,7
sjins0127,1026,0,100,2
dongyeon1201,1027,3,172,4
duffydevelop,1027,0,112,7
emrdyd000,1027,3,234,100
enne123,1027,2,177,23
eoghks0410,1027,0,101,5
eosksxn159,1027,3,169,9
gamza_zoa,1027,3,147,5
ghkdgmlxo98,1027,2,242,30
ghost6978,1027,2,165,13
goflwls9608,1027,1,124,2
gunhee0810,1027,2,122,5
gwonhong,1027,0,97,5
hajoon,1027,0,188,2
happydy,1027,2,190,5
hong5825,1027,0,126,4
hoondb,1027,3,114,12
hs4045,1027,2,1080,755
hyuk8,1027,2,225,5
import_qkk,1027,2,210,25
jiheon956,1027,2,208,4
jseo9732,1027,2,184,4
judys0303,1027,3,304,14
june2301,1027,0,94,3
jw9693,1027,3,370,55
k5833423,1027,3,201,113
kanggun11,1027,0,188,13
khn21c,1027,3,195,83
kimin0404,1027,4,129,11
kimyunbin,1027,0,152,4
kth058,1027,0,87,7
kyun1229,1027,3,173,2
kyunghun1225,1027,3,292,8
lbh0607,1027,1,136,1
leegw1211,1027,0,114,7
lhyy0195,1027,2,141,31
neulbo4289,1027,3,194,25
ows710,1027,1,231,2
paengjiwony,1027,3,250,148
poter0501,1027,0,126,13
queenelsa,1027,3,168,5
rjk159,1027,3,107,3
roblox_player,1027,2,192,4
sallylucky,1027,1,132,3
sanne14,1027,2,159,2
shbang,1027,2,454,16
skowko6750,1027,0,119,6
sms5734,1027,2,181,8
socros,1027,2,168,13
sunghyuck96,1027,0,91,5
ted62,1027,3,148,6
ksw5830,1024,2,235,5
lostid,1024,2,269,8
msh9512,1024,0,133,4
neos960518,1024,3,151,9
ohseojun0701,1024,3,378,13
optimize21,1024,2,180,5
pink,1024,2,512,1
qnaclrzl,1024,3,380,7
redlion0929,1024,3,158,3
rlaxoehd4234,1024,2,215,3
rnrwk8303,1024,3,273,5
ryanpark12,1024,2,329,2
sbseok12,1024,2,139,3
shim161030,1024,2,221,33
shirimp1102,1024,1,274,3
sonaki9708,1024,2,196,5
sukvvon,1024,2,242,8
symbbad,1024,3,204,4
tiktokyi,1024,2,235,18
todolist,1024,2,217,18
warrior,1024,3,236,15
woorym,1024,3,232,16
xowjd11,1024,3,107,6
yna05016,1024,2,221,2
you08045,1024,2,310,66
14bun,1023,3,212,5
blueland1998,1023,2,230,10
cellnews3,1023,4,112,39
cgw0519,1023,1,124,6
chohyunun,1023,3,180,5
cih8400,1023,0,130,3
ddcvdv97,1023,2,142,8
dforce103,1023,1,160,8
duno,1023,2,361,32
erroses12,1023,1,164,7
eun4804,1023,1,146,14
f410,1023,0,101,3
florence5107,1023,2,160,7
goldshake31,1023,0,119,15
gunsbrother,1023,3,152,3
guswls5476,1023,2,215,5
gye0203,1023,3,155,5
hangaari0214,1023,0,145,4
hellohamin0627,1023,2,358,3
hub0720,1023,3,227,3
junghyun5404,1023,0,120,1
kimzegal,1023,0,101,4
kon28289,1023,1,165,7
ksyj2006,1023,1,153,5
leeking91,1023,0,97,1
skwon0708,1026,0,83,3
social0601,1026,2,173,4
su980805,1026,2,1172,30
suyoung1013,1026,3,128,2
sybang97,1026,3,216,38
syk2245,1026,2,214,12
tjwltjr69,1026,3,185,5
uk1138,1026,2,212,2
wishin,1026,1,156,12
wkrnrmrqhr,1026,3,247,4
znk_rn,1026,0,155,5
2b3378,1025,3,300,55
a1919361,1025,3,139,1
adby0211,1025,3,214,5
andor,1025,0,136,4
anterry,1025,1,183,15
begywjd,1025,3,108,4
chucki,1025,2,144,10
ciwdj,1025,3,256,26
continue2023,1025,2,228,9
cumulus,1025,1,171,3
dmk4660,1025,1,133,3
elephant119,1025,2,199,5
eotjsdl0228,1025,2,662,26
eunj414,1025,3,216,18
fjrvldi,1025,2,207,4
gaeun1884,1025,2,224,3
gamy0315,1025,3,213,3
gksmf0322,1025,2,266,3
golddol2003,1025,0,106,6
gowls980807,1025,2,231,9
hj3668,1025,3,214,22
hjhj6411,1025,3,262,31
hys0254,1025,2,111,5
hyuk2449,1025,2,317,41
idepix,1025,0,121,19
immooyo,1025,0,158,2
jhjh5310,1025,2,203,8
jinss1102,1025,1,180,6
joonoo3,1025,3,238,17
jsnvrns,1025,3,235,5
k941026h,1025,2,178,0
kevinlee94,1025,1,167,8
kkad456,1025,0,129,2
korhoonie,1025,3,180,6
kumma197,1025,3,337,11
lyu1213hwa,1025,3,269,3
mjc896,1025,3,223,5
myrtenasterwillow,1025,3,162,32
oesiu24,1025,3,247,24
ppappap,1025,2,124,6
pys7845,1025,3,222,6
qhsl99,1025,0,105,4
rex711,1025,1,140,4
scenez,1025,3,278,145
shirouto,1025,2,257,3
shjylove00,1025,3,190,3
sks020k,1025,2,216,27
skwx50000,1025,1,187,7
studyc0de,1025,3,441,310
sv5506829sv,1025,1,153,7
s_981028,1025,2,158,4
tentasys,1025,2,160,4
tjdckdals,1025,3,142,4
wag00001,1025,3,280,27
whwntjd111,1025,2,183,8
wjdansrud,1025,2,422,178
wltnlog271,1025,3,227,92
wltntnwl22,1025,2,224,15
yeoingu94,1025,0,123,2
2swj1202,1024,2,193,3
6645alstjd,1024,2,152,5
abcehgus,1024,3,272,10
asw11031103,1024,1,122,12
carrot4343,1024,4,132,5
castlemin77,1024,2,230,7
chy0428,1024,1,162,3
cyh11303,1024,0,147,12
daun20211,1024,1,202,2
dkswogus9402,1024,2,158,8
dntjr1234,1024,2,199,7
fafa0919,1024,3,254,12
gbk1414,1024,2,165,0
gkgustj,1024,1,154,8
gugabm,1024,2,239,15
hanjm1025,1024,3,163,19
jh3488,1024,0,100,5
jhynsoo,1024,0,79,16
jisooyoung97,1024,3,104,5
jjkb,1024,2,398,310
k2akr7,1024,1,139,6
k45824,1024,3,241,40
kim980316,1024,3,101,8
kimskorea,1024,0,83,1
kodh1000,1024,3,156,12
korea2660,1024,2,234,1
krsnik,1024,0,139,0
ksumin01,1024,3,142,6
lisa1234,1023,3,165,6
ljs7746,1023,2,433,108
lkjh8zxc,1023,2,229,49
minwachya,1023,2,210,3
miraitsuku,1023,3,129,8
myautumnskymin,1023,2,161,2
nenenem1212,1023,1,148,4
noel0077,1023,2,177,4
paige4157,1023,3,169,8
pkmno1,1023,0,118,1
ppoppo1217,1023,3,134,4
pyo6187,1023,2,177,2
qwert232324,1023,2,174,4
rebirth,1023,0,79,1
rhrktmdwns329,1023,0,108,11
rkdgusdh,1023,3,262,25
rlaghkstn511,1023,3,259,25
rmfma,1023,2,215,5
ruka78,1023,2,184,5
sanmghj,1023,1,171,1
sansan20,1023,2,155,5
starcloud2327,1023,2,190,4
sujinyang00,1023,1,165,4
syg9929,1023,3,183,20
syi05003,1023,3,346,145
syjdjr0366,1023,3,113,10
syoung82,1023,3,136,13
thnam91,1023,2,569,1
wjdrlfgg,1023,3,162,4
wjstjdus96,1023,0,112,6
xxj15,1023,3,108,10
ziggurat,1023,2,223,6
4538asd,1022,3,90,19
alala_galadula,1022,2,131,4
alstja98,1022,2,199,5
bluekitty,1022,3,213,2
chacha09,1022,0,143,2
darksoulsiii,1022,2,490,19
dlgkdrb2,1022,2,113,21
dmlcks0209,1022,2,232,4
dory,1022,2,323,67
dys1128,1022,2,221,8
escape880,1022,3,196,26
estherr118,1022,0,144,8
ggam,1022,2,275,3
hdev1004,1022,3,132,30
heerim0223,1022,3,370,6
hyemdooly,1022,0,139,3
ibocon,1022,0,86,1
jgoldstone,1022,2,194,85
jihyun1998,1022,1,160,5
jjaenni98,1022,2,216,4
jsg9987,1022,2,213,6
jwj1199,1022,2,211,19
kanghwbj,1022,3,361,7
kdlatmdgus,1022,1,314,54
kimsj8616,1022,3,1551,191
kkd629,1022,3,254,5
kzrt0123,1022,3,197,3
le0s1mba,1022,3,213,4
lecile111,1022,0,106,4
leesy353,1022,2,177,58
linexy,1022,1,179,4
melbong,1022,3,120,13
min8946,1022,3,127,3
mingyu1715,1022,3,182,5
nex_david,1022,2,285,5
njy1007,1022,3,125,8
oscar0512,1022,3,209,39
primal1235,1022,2,249,17
safi2898,1022,3,152,11
seoyeonni,1022,1,135,55
seungbye,1022,2,239,44
sgpark901,1022,3,219,4
she1018,1022,2,235,11
silbove,1022,2,667,10
sscodev,1022,3,154,2
sujin31,1022,0,120,5
sung95419,1022,0,101,4
swang,1022,3,187,6
thdhksrb,1022,3,127,21
vintagesoultree,1022,2,214,40
virus1235,1022,3,136,7
yjc7241,1022,3,163,5
ymjung,1022,2,237,6
youngtae0818,1022,4,192,29
ab8454,1021,3,140,1
adviate,1021,2,1055,40
air123,1021,2,262,56
ajtwlsdnrms,1021,3,861,54
andrewpark05,1021,3,195,30
beautiflow,1021,3,342,149
choidawoon96,1021,2,178,12
dayeon2768,1021,1,158,4
developomp,1021,3,319,12
dkfmzm88,1021,3,112,9
dnfwlxo11,1021,2,511,1
dong11jun,1021,3,212,17
dontknowwell,1021,2,180,16
fhaqkem77,1021,2,224,0
flija888,1021,3,236,52
goodluck616,1021,2,155,1
grape0901,1021,1,129,12
gyun6266,1021,2,182,6
hadalpelagic,1021,2,214,4
hands17,1021,1,98,8
harry8121,1021,2,360,6
hb01054,1021,0,87,7
hitforthecycle,1021,3,188,11
hjhjehj,1021,2,174,7
hyunwoo1220,1021,3,167,55
idefkilla,1021,3,147,8
jm0333,1021,3,214,6
jo9392,1021,3,137,2
jse177,1021,2,365,91
kabel,1021,3,243,18
kdh01215,1021,2,192,3
kywoo123123,1021,3,180,13
mirolis,1021,2,202,4
nick9411,1021,2,170,31
osoomin5,1021,3,117,4
piopiop,1021,0,98,1
pjw090,1021,0,140,6
pscoding030,1021,2,337,3
qpakzk,1021,0,111,2
qwedf823,1021,3,482,6
retioonz0828,1021,3,181,10
rlaehdud4992,1021,3,123,6
rpdlatmfprl,1021,3,202,5
seokki96,1021,0,152,7
seoyara97,1021,2,302,30
shs00421,1021,2,175,6
sj1226m,1021,3,145,9
sminju98,1021,2,237,6
snnmhks,1021,0,80,5
suvin6603,1021,3,208,21
ta3844,1021,0,122,13
wjdrudrms,1021,2,231,7
wlstnrldl,1021,2,193,7
wonjundero,1021,3,168,5
younch8342,1021,3,137,8
yxxd_d,1021,3,163,6
zex8702,1021,2,246,1
1211ditto,1020,3,239,37
bio7215,1020,2,182,1
chyoon98,1020,3,180,10
codebora,1020,3,536,128
cws1344,1020,3,202,3
dadanoac,1020,2,143,6
daekwonkj,1020,2,195,9
jjiwoo080917,1029,2,390,9
jnghyyng,1029,2,214,6
jpham005,1029,3,176,16
junsu08,1029,2,353,50
k512,1029,1,150,1
kcoding7,1029,3,113,2
leesr23,1029,3,128,2
lovepk132,1029,0,108,7
lsy12210,1029,1,145,11
lsy2060,1029,2,215,4
lwjun008,1029,3,224,7
minofficial,1029,3,191,15
mk970205,1029,0,119,1
modelmaker,1029,2,116,4
moon1309,1029,1,114,8
mungyun1,1029,2,333,8
n16park1,1029,2,268,7
ncj1305,1029,4,148,14
ngs127,1029,2,215,46
onehee1079,1029,1,191,13
park0jae,1029,3,128,4
penubo5289,1029,0,103,1
pja5718,1029,2,297,8
powergh21,1029,1,132,2
rhfksl0115,1029,3,174,14
rypen,1029,2,290,125
tjdcjf0222,1029,0,88,4
tom5965,1029,0,92,1
whas02,1029,3,217,21
whiteeh,1029,3,174,2
wjdwogns0403,1029,2,187,2
wlghwk0509,1029,3,103,4
wnstjdsla,1029,2,192,5
wonny921,1029,2,220,6
xksqjf123,1029,4,147,17
yyggb12,1029,1,132,3
zksl00,1029,2,372,9
zkzktnl456,1029,2,390,60
0929shlee,1028,2,134,2
11mink,1028,2,188,9
agwin73,1028,0,116,7
andy_lee24,1028,2,218,5
asdf12min,1028,0,169,10
bch8623,1028,1,220,1
ben1225,1028,1,112,20
bigcarrot0722,1028,3,199,9
bluearth4587,1028,3,112,7
break3093,1028,0,111,4
chio0674,1028,3,170,39
chlloriine,1028,2,261,59
dkliraer,1020,0,149,0
duduling,1020,3,204,6
dudxo13,1020,2,178,10
eve1111,1020,3,99,6
hideatbus,1020,2,212,4
hikenny25,1020,3,198,9
jilpoom,1020,3,212,23
jsmon3536,1020,3,202,24
jw1330p,1020,2,140,5
keeff11,1020,2,230,5
kevinn,1020,2,184,31
khw2ok,1020,3,635,449
kimsoree,1020,0,139,1
kkh03291,1020,1,127,4
kmr1994,1020,3,200,4
lchyung1998,1020,3,123,1
lvnax822,1020,2,138,3
mnblkjpoiuh,1020,2,160,3
n2ptune,1020,3,322,9
pest1014,1020,2,166,6
qlwms221,1020,0,118,10
rhd08,1020,1,140,6
rubykim,1020,2,192,6
seonhyung_jo,1020,0,102,5
seouk812,1020,0,149,5
shindae96,1020,1,136,38
sonji0988,1020,3,178,18
sterntoze212,1020,2,132,5
sun4_me,1020,3,547,247
time8970,1020,2,174,1
